"start" "end" "width" "strand" "gene"
"6945" 7660478 7660993 516 "+" "SCO6895"
"6946" 7660990 7662225 1236 "+" "SCO6896"
"6947" 7662258 7662569 312 "+" "SCO6897"
"6948" 7662638 7663855 1218 "+" "SCO6898"
"6949" 7663852 7665003 1152 "+" "SCO6899"
"6950" 7665000 7665629 630 "+" "SCO6900"
"6951" 7665653 7666519 867 "+" "SCO6901"
"6952" 7666548 7667036 489 "+" "SCO6902"
"6953" 7667084 7667884 801 "+" "SCO6903"
"6954" 7667918 7668928 1011 "+" "SCO6904"
"6955" 7669027 7669404 378 "+" "SCO6905"
"6956" 7669618 7671207 1590 "-" "SCO6906"
"6957" 7671335 7672108 774 "+" "SCO6907"
"6958" 7672687 7673991 1305 "-" "SCO6908"
"6959" 7674795 7675178 384 "+" "SCO6909"
"6960" 7675634 7676473 840 "-" "SCO6910"
"6961" 7676742 7677550 809 "+" "SCO6911"
"6962" 7677996 7678349 354 "+" "SCO6913"
"6963" 7678455 7678745 291 "+" "SCO6914"
"6964" 7678761 7679582 822 "+" "SCO6915"
"6965" 7679755 7680447 693 "-" "SCO6916"
"6966" 7680528 7681016 489 "-" "SCO6917"
"6967" 7681180 7682922 1743 "-" "SCO6918"
"6968" 7682938 7683453 516 "-" "SCO6919"
"6969" 7683546 7683878 333 "-" "SCO6920"
"6970" 7684057 7685787 1731 "-" "SCO6921"
"6971" 7685784 7686425 642 "-" "SCO6922"
"6972" 7686586 7687302 717 "-" "SCO6923"
"6973" 7687305 7688201 897 "-" "SCO6924"
"6974" 7688836 7689048 213 "-" "SCO6925"
"6975" 7689630 7690454 825 "+" "SCO6926"
"6976" 7691781 7692905 1125 "-" "SCO6927"
"6977" 7692907 7694997 2091 "-" "SCO6928"
"6978" 7695016 7696275 1260 "-" "SCO6929"
"6979" 7696262 7699360 3099 "-" "SCO6930"
"6980" 7699447 7699626 180 "-" "SCO6931"
"6981" 7699664 7699795 132 "-" "SCO6932"
"6982" 7699873 7700322 450 "+" "SCO6933"
"6983" 7700261 7700728 468 "-" "SCO6934"
"6984" 7700803 7701378 576 "-" "SCO6935"
"6985" 7701375 7702028 654 "-" "SCO6936"
"6986" 7702025 7702585 561 "-" "SCO6937"
"6987" 7702634 7703887 1254 "-" "SCO6938"
"6988" 7703970 7704611 642 "-" "SCO6939"
"6989" 7704611 7705189 579 "-" "SCO6940"
"6990" 7705245 7705652 408 "-" "SCO6941"
"6991" 7705649 7706164 516 "-" "SCO6942"
"6992" 7706226 7707743 1518 "-" "SCO6943"
"6993" 7707771 7709672 1902 "-" "SCO6944"
"6994" 7709876 7710085 210 "-" "SCO6945"
"6995" 7710167 7710406 240 "+" "SCO6946"
"6996" 7710446 7711951 1506 "+" "SCO6947"
"6997" 7711970 7712521 552 "+" "SCO6948"
"6998" 7712805 7713266 462 "-" "SCO6949"
"6999" 7713425 7714828 1404 "+" "SCO6950"
"7000" 7714825 7715706 882 "+" "SCO6951"
"7001" 7715801 7716844 1044 "-" "SCO6952"
"7002" 7717864 7719441 1578 "-" "SCO6953"
"7003" 7719817 7722720 2904 "+" "SCO6954"
"7004" 7722717 7723481 765 "+" "SCO6955"
"7005" 7723478 7725217 1740 "+" "SCO6956"
"7006" 7725214 7725813 600 "+" "SCO6957"
"7007" 7725810 7726127 318 "+" "SCO6958"
"7008" 7726124 7726489 366 "+" "SCO6959"
"7009" 7726503 7727039 537 "-" "SCO6960"
"7010" 7727111 7728259 1149 "-" "SCO6961"
"7011" 7728261 7729661 1401 "-" "SCO6962"
"7012" 7729774 7730619 846 "-" "SCO6963"
"7013" 7730937 7731587 651 "-" "SCO6964"
"7014" 7731590 7731922 333 "-" "SCO6965"
"7015" 7732266 7733075 810 "-" "SCO6966"
"7016" 7733254 7734441 1188 "+" "SCO6967"
"7017" 7734509 7736044 1536 "+" "SCO6968"
"7018" 7736107 7736880 774 "+" "SCO6969"
"7019" 7736807 7738951 2145 "-" "SCO6970"
"7020" 7739022 7739795 774 "-" "SCO6971"
"7021" 7739853 7740392 540 "-" "SCO6972"
"7022" 7740635 7741057 423 "-" "SCO6973"
"7023" 7741171 7741956 786 "-" "SCO6974"
"7024" 7742010 7743884 1875 "-" "SCO6975"
"7025" 7743881 7744777 897 "-" "SCO6976"
"7026" 7744831 7745727 897 "-" "SCO6977"
"7027" 7745741 7746703 963 "-" "SCO6978"
"7028" 7746957 7747979 1023 "+" "SCO6979"
"7029" 7747976 7749055 1080 "+" "SCO6980"
"7030" 7749062 7750054 993 "+" "SCO6981"
"7031" 7750057 7750959 903 "+" "SCO6982"
"7032" 7751075 7751488 414 "+" "SCO6983"
"7033" 7751527 7752603 1077 "-" "SCO6984"
"7034" 7752600 7753763 1164 "-" "SCO6985"
"7035" 7753893 7754939 1047 "+" "SCO6986"
"7036" 7755003 7755470 468 "+" "SCO6987"
"7037" 7755621 7756784 1164 "-" "SCO6988"
"7038" 7756901 7757431 531 "-" "SCO6989"
"7039" 7757496 7758473 978 "-" "SCO6990"
"7040" 7758904 7759110 207 "+" "SCO6991"
"7041" 7759825 7760904 1080 "-" "SCO6992"
"7042" 7760983 7762803 1821 "+" "SCO6993"
"7043" 7762852 7766112 3261 "-" "SCO6994"
"7044" 7766257 7767690 1434 "+" "SCO6995"
"7045" 7767762 7768337 576 "+" "SCO6996"
"7046" 7768334 7768825 492 "+" "SCO6997"
"7047" 7768860 7770083 1224 "-" "SCO6998"
"7048" 7770163 7770960 798 "-" "SCO6999"
"7049" 7771060 7773279 2220 "-" "SCO7000"
"7050" 7773382 7774443 1062 "-" "SCO7001"
"7051" 7774616 7776130 1515 "-" "SCO7002"
"7052" 7776162 7777172 1011 "-" "SCO7003"
"7053" 7777445 7778884 1440 "+" "SCO7004"
"7054" 7778881 7780284 1404 "+" "SCO7005"
"7055" 7780281 7781531 1251 "+" "SCO7006"
"7056" 7781548 7782447 900 "-" "SCO7007"
"7057" 7782661 7784535 1875 "+" "SCO7008"
"7058" 7784586 7786367 1782 "-" "SCO7009"
"7059" 7786480 7788084 1605 "-" "SCO7010"
"7060" 7788229 7789104 876 "-" "SCO7011"
"7061" 7789123 7790082 960 "-" "SCO7012"
"7062" 7790150 7791565 1416 "-" "SCO7013"
"7063" 7791717 7792730 1014 "-" "SCO7014"
"7064" 7792823 7797124 4302 "-" "SCO7015"
"7065" 7797371 7798381 1011 "-" "SCO7016"
"7066" 7798420 7799325 906 "-" "SCO7017"
"7067" 7800083 7801600 1518 "+" "SCO7018"
"7068" 7801756 7804737 2982 "-" "SCO7019"
"7069" 7805118 7806638 1521 "+" "SCO7020"
"7070" 7807021 7808124 1104 "+" "SCO7021"
"7071" 7808129 7809061 933 "+" "SCO7022"
"7072" 7809224 7810459 1236 "+" "SCO7023"
"7073" 7810502 7811068 567 "+" "SCO7024"
"7074" 7811193 7812095 903 "-" "SCO7025"
"7075" 7812182 7812625 444 "+" "SCO7026"
"7076" 7812783 7813802 1020 "-" "SCO7027"
"7077" 7813971 7815275 1305 "+" "SCO7028"
"7078" 7815286 7816242 957 "+" "SCO7029"
"7079" 7816239 7817057 819 "+" "SCO7030"
"7080" 7817054 7819447 2394 "+" "SCO7031"
"7081" 7819501 7820142 642 "-" "SCO7032"
"7082" 7820139 7821806 1668 "-" "SCO7033"
"7083" 7821937 7823205 1269 "+" "SCO7034"
"7084" 7823274 7824713 1440 "+" "SCO7035"
"7085" 7824771 7826216 1446 "+" "SCO7036"
"7086" 7826610 7830005 3396 "+" "SCO7037"
"7087" 7830042 7832324 2283 "-" "SCO7038"
"7088" 7832321 7832713 393 "-" "SCO7039"
"7089" 7832790 7834235 1446 "-" "SCO7040"
"7090" 7834447 7834857 411 "+" "SCO7041"
"7091" 7834891 7835298 408 "-" "SCO7042"
"7092" 7835383 7835715 333 "+" "SCO7043"
"7093" 7835928 7836392 465 "+" "SCO7044"
"7094" 7836389 7836733 345 "+" "SCO7045"
"7095" 7836730 7837104 375 "+" "SCO7046"
"7096" 7837144 7837980 837 "+" "SCO7047"
"7097" 7838003 7839046 1044 "-" "SCO7048"
"7098" 7839207 7840130 924 "+" "SCO7049"
"7099" 7840162 7841403 1242 "-" "SCO7050"
"7100" 7841463 7842710 1248 "-" "SCO7051"
"7101" 7842905 7843300 396 "-" "SCO7052"
"7102" 7843684 7844103 420 "-" "SCO7053"
"7103" 7844184 7844771 588 "+" "SCO7054"
"7104" 7844776 7845501 726 "+" "SCO7055"
"7105" 7845511 7846272 762 "-" "SCO7056"
"7106" 7846397 7847365 969 "-" "SCO7057"
"7107" 7847483 7848067 585 "-" "SCO7058"
"7108" 7848220 7848921 702 "-" "SCO7059"
"7109" 7848995 7849600 606 "-" "SCO7060"
"7110" 7849651 7850187 537 "-" "SCO7061"
"7111" 7850449 7851291 843 "+" "SCO7062"
"7112" 7851281 7853389 2109 "-" "SCO7063"
"7113" 7853666 7854562 897 "+" "SCO7064"
"7114" 7854655 7855026 372 "+" "SCO7065"
"7115" 7855137 7857152 2016 "+" "SCO7066"
"7116" 7857217 7857768 552 "+" "SCO7067"
"7117" 7857789 7858376 588 "-" "SCO7068"
"7118" 7858527 7859510 984 "-" "SCO7069"
"7119" 7859605 7860771 1167 "+" "SCO7070"
"7120" 7859629 7859631 3 "+" "none"
"7121" 7860829 7861221 393 "-" "SCO7071"
"7122" 7861232 7861831 600 "-" "SCO7072"
"7123" 7861881 7862873 993 "-" "SCO7073"
"7124" 7863191 7863367 177 "+" "SCO7074"
"7125" 7863791 7864483 693 "+" "SCO7075"
"7126" 7864480 7865931 1452 "+" "SCO7076"
"7127" 7866148 7868298 2151 "-" "SCO7077"
"7128" 7869233 7869625 393 "+" "SCO7079"
"7129" 7869683 7870519 837 "-" "SCO7080"
"7130" 7870734 7871921 1188 "-" "SCO7081"
"7131" 7872043 7872507 465 "-" "SCO7082"
"7132" 7872834 7872977 144 "+" "SCO7084"
"7133" 7873167 7873427 261 "+" "SCO7085"
"7134" 7873600 7873947 348 "-" "SCO7086"
"7135" 7873970 7874908 939 "-" "SCO7087"
"7136" 7875374 7876051 678 "-" "SCO7088"
"7137" 7876048 7877241 1194 "-" "SCO7089"
"7138" 7877335 7879581 2247 "-" "SCO7090"
"7139" 7879864 7880010 147 "-" "SCO7091"
"7140" 7880228 7881130 903 "+" "SCO7092"
"7141" 7881841 7884639 2799 "+" "SCO7093"
"7142" 7884751 7885962 1212 "-" "SCO7094"
"7143" 7886126 7887082 957 "-" "SCO7095"
"7144" 7887321 7887665 345 "+" "SCO7096"
"7145" 7887694 7888284 591 "-" "SCO7097"
"7146" 7888577 7889113 537 "-" "SCO7098"
"7147" 7889266 7890168 903 "-" "SCO7099"
"7148" 7890426 7891208 783 "+" "SCO7100"
"7149" 7891305 7892660 1356 "+" "SCO7101"
"7150" 7892704 7893258 555 "-" "SCO7102"
"7151" 7893453 7893752 300 "-" "SCO7103"
"7152" 7894195 7895073 879 "+" "SCO7104"
"7153" 7895116 7896021 906 "-" "SCO7105"
"7154" 7896424 7896690 267 "+" "SCO7106"
"7155" 7896813 7897409 597 "-" "SCO7107"
"7156" 7897518 7898264 747 "-" "SCO7108"
"7157" 7898419 7900149 1731 "-" "SCO7109"
"7158" 7900323 7900712 390 "+" "SCO7110"
"7159" 7900740 7901153 414 "-" "SCO7111"
"7160" 7901360 7902256 897 "-" "SCO7112"
"7161" 7902488 7903123 636 "+" "SCO7113"
"7162" 7903130 7904521 1392 "-" "SCO7114"
"7163" 7904521 7905621 1101 "-" "SCO7115"
"7164" 7905713 7906456 744 "-" "SCO7116"
"7165" 7906453 7907715 1263 "-" "SCO7117"
"7166" 7907864 7908628 765 "-" "SCO7118"
"7167" 7908808 7909746 939 "+" "SCO7119"
"7168" 7910084 7911703 1620 "+" "SCO7120"
"7169" 7911841 7912686 846 "+" "SCO7121"
"7170" 7912792 7913283 492 "+" "SCO7122"
"7171" 7913374 7914627 1254 "-" "SCO7123"
"7172" 7914737 7917424 2688 "-" "SCO7124"
"7173" 7917541 7918281 741 "-" "SCO7125"
"7174" 7918561 7919013 453 "+" "SCO7126"
"7175" 7919133 7919627 495 "-" "SCO7127"
"7176" 7919673 7921208 1536 "-" "SCO7128"
"7177" 7921324 7921794 471 "-" "SCO7129"
"7178" 7922097 7922885 789 "+" "SCO7130"
"7179" 7922986 7923936 951 "+" "SCO7131"
"7180" 7923955 7924674 720 "+" "SCO7132"
"7181" 7924780 7925121 342 "+" "SCO7133"
"7182" 7925356 7928127 2772 "+" "SCO7134"
"7183" 7928148 7928555 408 "-" "SCO7135"
"7184" 7928742 7929485 744 "+" "SCO7136"
"7185" 7929510 7932284 2775 "-" "SCO7137"
"7186" 7932276 7932278 3 "-" "none"
"7187" 7932458 7932790 333 "+" "SCO7138"
"7188" 7932929 7934395 1467 "+" "SCO7139"
"7189" 7934492 7935322 831 "+" "SCO7140"
"7190" 7935350 7935958 609 "-" "SCO7141"
"7191" 7936071 7936472 402 "+" "SCO7142"
"7192" 7936673 7939486 2814 "+" "SCO7143"
"7193" 7939618 7940355 738 "+" "SCO7144"
"7194" 7940566 7941048 483 "+" "SCO7145"
"7195" 7941058 7941408 351 "+" "SCO7146"
"7196" 7941649 7942416 768 "+" "SCO7147"
"7197" 7942508 7942861 354 "+" "SCO7148"
"7198" 7942893 7943348 456 "+" "SCO7149"
"7199" 7943578 7944414 837 "-" "SCO7150"
"7200" 7944613 7945416 804 "+" "SCO7151"
"7201" 7945453 7946277 825 "+" "SCO7152"
"7202" 7946421 7947839 1419 "+" "SCO7153"
"7203" 7947903 7948901 999 "-" "SCO7154"
"7204" 7949234 7950301 1068 "+" "SCO7155"
"7205" 7950408 7950953 546 "-" "SCO7156"
"7206" 7950950 7951531 582 "-" "SCO7157"
"7207" 7951544 7953982 2439 "+" "SCO7158"
"7208" 7954049 7955986 1938 "+" "SCO7159"
"7209" 7956000 7956833 834 "-" "SCO7160"
"7210" 7956843 7957625 783 "-" "SCO7161"
"7211" 7957724 7958647 924 "-" "SCO7162"
"7212" 7958644 7959456 813 "-" "SCO7163"
"7213" 7959459 7961477 2019 "-" "SCO7164"
"7214" 7961479 7962390 912 "-" "SCO7165"
"7215" 7962441 7963373 933 "-" "SCO7166"
"7216" 7963370 7964647 1278 "-" "SCO7167"
"7217" 7964783 7965457 675 "+" "SCO7168"
"7218" 7965442 7965876 435 "-" "SCO7169"
"7219" 7966015 7968375 2361 "+" "SCO7170"
"7220" 7968419 7968850 432 "-" "SCO7171"
"7221" 7969170 7969406 237 "+" "SCO7172"
"7222" 7969712 7972438 2727 "+" "SCO7173"
"7223" 7972368 7972637 270 "-" "SCO7174"
"7224" 7972971 7973441 471 "+" "SCO7175"
"7225" 7973481 7977242 3762 "-" "SCO7176"
"7226" 7977478 7978122 645 "+" "SCO7177"
"7227" 7978110 7978478 369 "+" "SCO7178"
"7228" 7978957 7980885 1929 "-" "SCO7179"
"7229" 7981070 7981423 354 "-" "SCO7180"
"7230" 7981617 7982402 786 "+" "SCO7181"
"7231" 7982399 7983112 714 "+" "SCO7182"
"7232" 7983160 7984032 873 "+" "SCO7183"
"7233" 7984035 7985084 1050 "+" "SCO7184"
"7234" 7985081 7986271 1191 "+" "SCO7185"
"7235" 7986335 7986640 306 "+" "SCO7186"
"7236" 7986672 7988690 2019 "-" "SCO7187"
"7237" 7988871 7992590 3720 "-" "SCO7188"
"7238" 7992891 7993154 264 "-" "SCO7189"
"7239" 7993470 7994357 888 "+" "SCO7190"
"7240" 7994561 7995370 810 "-" "SCO7191"
"7241" 7995629 7996294 666 "+" "SCO7192"
"7242" 7996511 7997461 951 "+" "SCO7193"
"7243" 7997836 7998651 816 "+" "SCO7194"
"7244" 7999105 7999371 267 "-" "SCO7195"
"7245" 7999751 8000617 867 "-" "SCO7196"
"7246" 8000799 8002337 1539 "-" "SCO7197"
"7247" 8002667 8003086 420 "-" "SCO7198"
"7248" 8003169 8003564 396 "-" "SCO7199"
"7249" 8003571 8004116 546 "-" "SCO7200"
"7250" 8004272 8004748 477 "+" "SCO7201"
"7251" 8004831 8005571 741 "+" "SCO7202"
"7252" 8005671 8006447 777 "+" "SCO7203"
"7253" 8007146 8007340 195 "-" "SCO7204"
"7254" 8007497 8008357 861 "+" "SCO7205"
"7255" 8008499 8009599 1101 "+" "SCO7206"
"7256" 8009646 8010506 861 "+" "SCO7207"
"7257" 8010429 8010662 234 "-" "SCO7208"
"7258" 8010715 8010855 141 "-" "SCO7209"
"7259" 8010973 8011434 462 "+" "SCO7210"
"7260" 8011635 8013374 1740 "-" "SCO7211"
"7261" 8013393 8016281 2889 "-" "SCO7212"
"7262" 8016264 8016266 3 "-" "none"
"7263" 8017040 8017786 747 "+" "SCO7213"
"7264" 8017954 8019021 1068 "-" "SCO7214"
"7265" 8019248 8019808 561 "-" "SCO7215"
"7266" 8020184 8021290 1107 "+" "SCO7216"
"7267" 8021287 8022063 777 "+" "SCO7217"
"7268" 8022130 8023167 1038 "+" "SCO7218"
"7269" 8023216 8023842 627 "-" "SCO7219"
"7270" 8023944 8025947 2004 "-" "SCO7220"
"7271" 8026306 8027475 1170 "-" "SCO7221"
"7272" 8027802 8028512 711 "-" "SCO7222"
"7273" 8028659 8029780 1122 "+" "SCO7223"
"7274" 8029922 8030377 456 "-" "SCO7224"
"7275" 8030688 8031422 735 "+" "SCO7225"
"7276" 8031545 8031985 441 "+" "SCO7226"
"7277" 8031982 8033013 1032 "+" "SCO7227"
"7278" 8033017 8034681 1665 "-" "SCO7228"
"7279" 8034753 8035697 945 "-" "SCO7229"
"7280" 8035811 8036500 690 "+" "SCO7230"
"7281" 8036497 8038008 1512 "+" "SCO7231"
"7282" 8038005 8038640 636 "+" "SCO7232"
"7283" 8038819 8041623 2805 "+" "SCO7233"
"7284" 8041721 8043442 1722 "+" "SCO7234"
"7285" 8043439 8043849 411 "+" "SCO7235"
"7286" 8043825 8045489 1665 "-" "SCO7236"
"7287" 8045564 8045923 360 "-" "SCO7237"
"7288" 8046083 8046460 378 "+" "SCO7238"
"7289" 8046501 8047403 903 "+" "SCO7239"
"7290" 8047425 8049662 2238 "+" "SCO7240"
"7291" 8049672 8051294 1623 "+" "SCO7241"
"7292" 8051378 8051503 126 "+" "SCO7242"
"7293" 8051543 8053336 1794 "-" "SCO7243"
"7294" 8053492 8055009 1518 "+" "SCO7244"
"7295" 8055078 8055983 906 "+" "SCO7245"
"7296" 8056020 8056262 243 "+" "SCO7246"
"7297" 8056347 8057249 903 "+" "SCO7247"
"7298" 8057268 8057888 621 "+" "SCO7248"
"7299" 8057947 8058444 498 "+" "SCO7249"
"7300" 8058466 8060385 1920 "-" "SCO7250"
"7301" 8060696 8061733 1038 "-" "SCO7251"
"7302" 8062135 8063643 1509 "+" "SCO7252"
"7303" 8063663 8064979 1317 "-" "SCO7253"
"7304" 8065252 8066280 1029 "-" "SCO7254"
"7305" 8066404 8067498 1095 "-" "SCO7255"
"7306" 8067580 8069211 1632 "-" "SCO7256"
"7307" 8069445 8070158 714 "+" "SCO7257"
"7308" 8070206 8070691 486 "-" "SCO7258"
"7309" 8070834 8071793 960 "+" "SCO7259"
"7310" 8071805 8072074 270 "-" "SCO7260"
"7311" 8072211 8072654 444 "-" "SCO7261"
"7312" 8072945 8073109 165 "+" "SCO7262"
"7313" 8073282 8074172 891 "+" "SCO7263"
"7314" 8074183 8075100 918 "+" "SCO7264"
"7315" 8075475 8076074 600 "-" "SCO7265"
"7316" 8076071 8076808 738 "-" "SCO7266"
"7317" 8077041 8077436 396 "+" "SCO7267"
"7318" 8077471 8078550 1080 "+" "SCO7268"
"7319" 8078532 8079047 516 "-" "SCO7269"
"7320" 8079088 8079972 885 "-" "SCO7270"
"7321" 8080134 8081093 960 "+" "SCO7271"
"7322" 8081175 8081558 384 "-" "SCO7272"
"7323" 8081893 8082303 411 "+" "SCO7273"
"7324" 8082329 8083531 1203 "-" "SCO7274"
"7325" 8083750 8084169 420 "-" "SCO7275"
"7326" 8084166 8084750 585 "-" "SCO7276"
"7327" 8084920 8085375 456 "+" "SCO7277"
"7328" 8085400 8086287 888 "-" "SCO7278"
"7329" 8086495 8086968 474 "+" "SCO7279"
"7330" 8087020 8087622 603 "-" "SCO7280"
"7331" 8087624 8088277 654 "-" "SCO7281"
"7332" 8088496 8088978 483 "+" "SCO7282"
"7333" 8089106 8089903 798 "+" "SCO7283"
"7334" 8089935 8090642 708 "+" "SCO7284"
"7335" 8090745 8092010 1266 "+" "SCO7285"
"7336" 8092023 8093006 984 "+" "SCO7286"
"7337" 8093034 8093387 354 "-" "SCO7287"
"7338" 8093542 8094045 504 "+" "SCO7288"
"7339" 8094134 8094562 429 "-" "SCO7289"
"7340" 8094656 8095633 978 "-" "SCO7290"
"7341" 8095690 8097306 1617 "-" "SCO7291"
"7342" 8097454 8098413 960 "-" "SCO7292"
"7343" 8098439 8099116 678 "-" "SCO7293"
"7344" 8099128 8100432 1305 "-" "SCO7294"
"7345" 8100524 8103490 2967 "-" "SCO7295"
"7346" 8103557 8103910 354 "-" "SCO7296"
"7347" 8103907 8105400 1494 "-" "SCO7297"
"7348" 8105397 8107073 1677 "-" "SCO7298"
"7349" 8107218 8108156 939 "+" "SCO7299"
"7350" 8108173 8109405 1233 "-" "SCO7300"
"7351" 8109415 8110161 747 "-" "SCO7301"
"7352" 8110240 8110872 633 "-" "SCO7302"
"7353" 8111066 8111647 582 "+" "SCO7303"
"7354" 8111687 8113360 1674 "+" "SCO7304"
"7355" 8113394 8113747 354 "-" "SCO7305"
"7356" 8113809 8114060 252 "-" "SCO7306"
"7357" 8114185 8115087 903 "-" "SCO7307"
"7358" 8115165 8115779 615 "+" "SCO7308"
"7359" 8115853 8117187 1335 "+" "SCO7309"
"7360" 8117195 8117650 456 "-" "SCO7310"
"7361" 8118005 8119483 1479 "-" "SCO7311"
"7362" 8119513 8119746 234 "-" "SCO7312"
"7363" 8119902 8120348 447 "+" "SCO7313"
"7364" 8120541 8121440 900 "+" "SCO7314"
"7365" 8121460 8121699 240 "+" "SCO7315"
"7366" 8121760 8122602 843 "+" "SCO7316"
"7367" 8122631 8123065 435 "+" "SCO7317"
"7368" 8123089 8125347 2259 "-" "SCO7318"
"7369" 8125470 8126915 1446 "-" "SCO7319"
"7370" 8127055 8128797 1743 "-" "SCO7320"
"7371" 8128794 8129858 1065 "-" "SCO7321"
"7372" 8129858 8130298 441 "-" "SCO7322"
"7373" 8130298 8130729 432 "-" "SCO7323"
"7374" 8130726 8131625 900 "-" "SCO7324"
"7375" 8131786 8132178 393 "-" "SCO7325"
"7376" 8132296 8134770 2475 "-" "SCO7326"
"7377" 8134767 8138762 3996 "-" "SCO7327"
"7378" 8139033 8139467 435 "-" "SCO7328"
"7379" 8139603 8141513 1911 "-" "SCO7329"
"7380" 8141668 8141904 237 "+" "SCO7330"
"7381" 8141930 8143021 1092 "-" "SCO7331"
"7382" 8143094 8145319 2226 "-" "SCO7332"
"7383" 8145323 8146684 1362 "-" "SCO7333"
"7384" 8146713 8148431 1719 "-" "SCO7334"
"7385" 8148428 8150437 2010 "-" "SCO7335"
"7386" 8150499 8150771 273 "-" "SCO7336"
"7387" 8151064 8151579 516 "+" "SCO7337"
"7388" 8151576 8153723 2148 "+" "SCO7338"
"7389" 8153726 8154562 837 "-" "SCO7339"
"7390" 8154652 8155017 366 "+" "SCO7340"
"7391" 8154965 8155756 792 "-" "SCO7341"
"7392" 8156060 8156584 525 "+" "SCO7342"
"7393" 8156604 8157545 942 "-" "SCO7343"
"7394" 8157613 8158389 777 "-" "SCO7344"
"7395" 8158531 8159511 981 "-" "SCO7345"
"7396" 8159608 8161062 1455 "-" "SCO7346"
"7397" 8161299 8161964 666 "+" "SCO7347"
"7398" 8162202 8162315 114 "-" "SCO7348"
"7399" 8162393 8162506 114 "-" "SCO7349"
"7400" 8162598 8163794 1197 "-" "SCO7350"
"7401" 8163849 8164718 870 "+" "SCO7351"
"7402" 8164751 8165131 381 "+" "SCO7352"
"7403" 8165128 8165595 468 "+" "SCO7353"
"7404" 8165621 8168029 2409 "+" "SCO7354"
"7405" 8168062 8168703 642 "-" "SCO7355"
"7406" 8168760 8169590 831 "-" "SCO7356"
"7407" 8169703 8170689 987 "+" "SCO7357"
"7408" 8170720 8172222 1503 "-" "SCO7358"
"7409" 8172314 8173069 756 "-" "SCO7359"
"7410" 8173119 8173721 603 "-" "SCO7360"
"7411" 8173887 8175416 1530 "+" "SCO7361"
"7412" 8175571 8176611 1041 "-" "SCO7362"
"7413" 8176680 8177471 792 "-" "SCO7363"
"7414" 8177482 8178186 705 "-" "SCO7364"
"7415" 8178292 8178615 324 "+" "SCO7365"
"7416" 8178701 8179468 768 "+" "SCO7366"
"7417" 8179502 8180842 1341 "-" "SCO7367"
"7418" 8181049 8181612 564 "+" "SCO7368"
"7419" 8181660 8182973 1314 "-" "SCO7369"
"7420" 8183344 8184384 1041 "+" "SCO7370"
"7421" 8184508 8185071 564 "-" "SCO7371"
"7422" 8185152 8185685 534 "-" "SCO7372"
"7423" 8185841 8186332 492 "-" "SCO7373"
"7424" 8186329 8188821 2493 "-" "SCO7374"
"7425" 8188898 8189692 795 "+" "SCO7375"
"7426" 8189725 8190453 729 "-" "SCO7376"
"7427" 8190450 8190707 258 "-" "SCO7377"
"7428" 8190704 8191414 711 "-" "SCO7378"
"7429" 8191562 8191873 312 "+" "SCO7379"
"7430" 8191911 8193224 1314 "-" "SCO7380"
"7431" 8193260 8193673 414 "+" "SCO7381"
"7432" 8194036 8194350 315 "-" "SCO7382"
"7433" 8194767 8195147 381 "+" "SCO7383"
"7434" 8195889 8197229 1341 "+" "SCO7384"
"7435" 8197385 8197828 444 "+" "SCO7385"
"7436" 8198068 8199240 1173 "-" "SCO7386"
"7437" 8199503 8200009 507 "+" "SCO7387"
"7438" 8200002 8201621 1620 "+" "SCO7388"
"7439" 8201665 8202543 879 "+" "SCO7389"
"7440" 8202594 8203097 504 "-" "SCO7390"
"7441" 8203616 8203951 336 "+" "SCO7391"
"7442" 8204060 8204551 492 "+" "SCO7392"
"7443" 8204557 8205306 750 "-" "SCO7393"
"7444" 8205523 8206461 939 "+" "SCO7394"
"7445" 8206425 8207990 1566 "-" "SCO7395"
"7446" 8208050 8209387 1338 "-" "SCO7396"
"7447" 8209545 8210141 597 "-" "SCO7397"
"7448" 8210201 8212285 2085 "-" "SCO7398"
"7449" 8212293 8213276 984 "-" "SCO7399"
"7450" 8213273 8214151 879 "-" "SCO7400"
"7451" 8214255 8214824 570 "-" "SCO7401"
"7452" 8214910 8216082 1173 "-" "SCO7402"
"7453" 8216238 8216423 186 "+" "SCO7403"
"7454" 8216457 8217248 792 "-" "SCO7404"
"7455" 8217360 8218007 648 "-" "SCO7405"
"7456" 8218101 8220176 2076 "-" "SCO7406"
"7457" 8220304 8222349 2046 "-" "SCO7407"
"7458" 8222376 8223731 1356 "-" "SCO7408"
"7459" 8223827 8224777 951 "-" "SCO7409"
"7460" 8224785 8225711 927 "-" "SCO7410"
"7461" 8225904 8226962 1059 "+" "SCO7411"
"7462" 8227072 8228874 1803 "+" "SCO7412"
"7463" 8228871 8229902 1032 "+" "SCO7413"
"7464" 8229906 8230712 807 "-" "SCO7414"
"7465" 8230865 8232022 1158 "+" "SCO7415"
"7466" 8232052 8232456 405 "-" "SCO7416"
"7467" 8232555 8233778 1224 "-" "SCO7417"
"7468" 8233775 8235016 1242 "-" "SCO7418"
"7469" 8235013 8235564 552 "-" "SCO7419"
"7470" 8235635 8235982 348 "-" "SCO7420"
"7471" 8235979 8236386 408 "-" "SCO7421"
"7472" 8236383 8238014 1632 "-" "SCO7422"
"7473" 8238152 8238862 711 "-" "SCO7423"
"7474" 8238961 8239428 468 "+" "SCO7424"
"7475" 8239425 8241158 1734 "+" "SCO7425"
